lon rpoH mopA htpG rpoE_rseABC ibpAB ecfABC ecfH fkpA crp araE xprB_dsbC_recJ lpxDA_fabZ ppiA dnaA ptsHI_crr cirA cyaA speC araBAD clpP nagBACD araJ nupG ecfK fur yhfA srlAEBD_gutM_srlR_gutQ fucPIKUR mopB mglBAC malK_lamB_malM uppS_cdsA_ecfE fecIR sodA tnaLAB deoCABD fepB glgS htrA acs ebgAC araC ansB fnr himA cytR narK gntKU ivbL_ilvBN icdA hflB arcA fhuACDB frdABCD ecfD malEFG narL appY dcuB_fumB focA_pflB ecfG melAB tdcABCDEFG gltA fixABCX hypABCDE fucAO nuoABCEFGHIJKLMN aceBAK caiTABCDE malT nrfABCDEFG tsx gntT cydAB manXYZ appCBA ompC yjdHG cpxAR htpY malI dnaKJ malS grpE deoR pspABCDE sdhCDAB_b0725_sucABCD dmsABC ostA_surA_pdxA FruR marRAB cyoABCDE tonB soxS nfo rpoD uhpT caiF
0.21696603 0.10361842 0.23470257 0.29507849 0.58876702 0.27906268 0.80135829 0.86314803 0.77656825 0.88912965 0.44613475 0.81551307 0.74518881 0.04362392 0.29017919 0.08609731 0.66895965 0.06137769 0.02961138 0.91438228 0.33277557 0.61444560 0.89431132 0.08657601 0.81607365 0.47884932 0.96105833 0.40391351 0.96865807 0.25457339 0.95290667 0.96394154 0.77290672 0.64561182 0.13594695 0.95283760 0.11060365 0.33276384 0.96539657 0.77246676 0.66153090 0.93327009 0.69661446 0.60552219 0.11087035 0.58876702 0.61008465 0.50739741 0.95433438 0.94036048 0.42011859 0.22301186 0.31919286 0.24712275 0.33870762 0.83123286 0.95628597 0.37236176 0.55992741 0.13096190 0.33137944 0.76425022 0.94479892 0.74485946 0.69349587 0.72306336 0.52641533 0.97004973 0.20221576 0.24383622 0.26836651 0.93647938 0.60486426 0.05667428 0.95630414 0.47269492 0.48412760 0.65553121 0.22265208 0.41123298 0.61008465 0.21173145 0.22522466 0.23578441 0.96142844 0.25759335 0.38991535 0.74701679 0.59765066 0.24072563 0.84010176 0.58733988 0.58876702 0.53638216 0.34108201 0.43699271 0.70425671 0.85712005 0.96377519 0.30986129
0.17716992 0.08242419 0.19245279 0.24544593 0.20041742 0.23124031 0.41392748 0.52476185 0.37829804 0.21229098 0.30507624 0.45945937 0.33862141 0.40600707 0.68721360 0.27854745 0.31580965 0.66053688 0.47589730 0.49765011 0.27931472 0.38506694 0.44939123 0.17456398 0.43718637 0.28631745 0.45336494 0.25557408 0.62008225 0.20972685 0.40475871 0.48380334 0.37337617 0.78824132 0.11675655 0.40438816 0.26121394 0.53319433 0.48388931 0.39166314 0.73189736 0.31972970 0.30085153 0.67110699 0.78770908 0.20041742 0.23685930 0.73940207 0.41256106 0.34635331 0.10586221 0.18236508 0.93311617 0.42914677 0.44677015 0.46302561 0.42998965 0.69100669 0.97426702 0.37294795 0.25548166 0.36206011 0.36515463 0.65005104 0.18348859 0.39520029 0.65256460 0.60917389 0.16382119 0.07084812 0.26394149 0.33130481 0.85229323 0.15938763 0.42379181 0.40211013 0.18359712 0.98136970 0.62064352 0.79958258 0.23685930 0.17268373 0.41050683 0.19338909 0.47935102 0.21236637 0.76314069 0.34078570 0.08253101 0.73725362 0.47911900 0.56696158 0.20041742 0.04600673 0.54244950 0.62792048 0.58090095 0.51225156 0.47204591 0.22712660
0.14165076 0.06441278 0.15444480 0.19955846 0.55755600 0.18734924 0.78025994 0.84736274 0.75364664 0.63471114 0.42754063 0.80854785 0.72020784 0.09480414 0.84204846 0.20134094 0.57100301 0.23183710 0.12345211 0.81786380 0.22901713 0.56989390 0.78153598 0.11548549 0.79614098 0.43851036 0.84244958 0.37385276 0.87831324 0.16902140 0.81426678 0.85395137 0.74973070 0.67551830 0.09558477 0.81403403 0.15119721 0.36978149 0.85804989 0.76518228 0.80046449 0.75187482 0.58569523 0.72206040 0.36528886 0.55755600 0.62142788 0.78590295 0.81910038 0.77356366 0.16069436 0.14598918 0.68393486 0.27859121 0.28145983 0.81256572 0.82666416 0.99275620 0.85449064 0.14883863 0.22559574 0.74048728 0.78761232 0.79026938 0.44615605 0.56538120 0.68928163 0.88126429 0.19106228 0.18650349 0.21749568 0.76158027 0.99717983 0.08295719 0.82583987 0.51717916 0.38413438 0.89274539 0.24551895 0.44244400 0.62142788 0.13791322 0.27943605 0.15523174 0.84663862 0.17125964 0.37857212 0.72214804 0.28568720 0.42626717 0.82220579 0.39382857 0.55755600 0.21955626 0.37850008 0.35157736 0.64946223 0.84076786 0.85216942 0.19140238
0.08531368 0.03745422 0.09357402 0.12350426 0.13625289 0.11527800 0.30771310 0.41000339 0.27690656 0.93562932 0.44803759 0.41327787 0.24369568 0.07681354 0.54951546 0.01065100 0.68427134 0.03482257 0.01655754 0.92838171 0.14375215 0.62051792 0.91131032 0.07176685 0.32834745 0.48448336 0.97813259 0.40807047 0.98228872 0.10310614 0.97345616 0.97975181 0.27272517 0.64143366 0.18104099 0.97341639 0.10428604 0.32777235 0.98060713 0.34740157 0.59958767 0.96204751 0.71414430 0.56558543 0.06437069 0.13625289 0.23507553 0.43115917 0.97427759 0.96619041 0.67053997 0.08810374 0.20551697 0.24294813 0.26085518 0.35177459 0.97537809 0.77531195 0.41245834 0.11034784 0.15864169 0.26317840 0.96877068 0.57685892 0.78532145 0.64803680 0.22876142 0.98312972 0.55286306 0.09324359 0.47002650 0.96392584 0.89902390 0.04613381 0.97541006 0.37846600 0.50116791 0.52026138 0.72219192 0.86374710 0.23507553 0.08291903 0.21662839 0.09408532 0.97827695 0.10458136 0.76492445 0.24547844 0.72020688 0.11525882 0.36664141 0.97260652 0.13625289 0.67043299 0.33602858 0.62958370 0.53181741 0.39793810 0.97968354 0.18809709
0.29029545 0.14577063 0.31164075 0.38193118 0.75020090 0.36363306 0.89431725 0.92972710 0.87938206 0.34175435 0.36733761 0.88376102 0.85983585 0.19745169 0.43046945 0.20203478 0.41341055 0.50250016 0.32034854 0.63312124 0.42404927 0.47054341 0.58352780 0.17352110 0.90297998 0.35406356 0.61505256 0.30920265 0.72203113 0.33517260 0.56709516 0.64033651 0.87713896 0.73808331 0.07921674 0.56671748 0.22508325 0.45533449 0.64364498 0.85268772 0.78471982 0.47518806 0.40930652 0.71725652 0.65824540 0.75020090 0.68934742 0.85135150 0.57500390 0.50514415 0.13319510 0.29760801 0.87866869 0.35492831 0.35215966 0.91175085 0.59043694 0.67097900 0.95158092 0.24312860 0.31407409 0.87179657 0.52563359 0.81615277 0.26923219 0.48631939 0.86323427 0.71950599 0.09982233 0.14404996 0.15471682 0.48835096 0.84030358 0.14282458 0.58624365 0.43536206 0.25130426 0.96483393 0.12014148 0.24979909 0.68934742 0.28393322 0.36285352 0.31293221 0.63246637 0.33871425 0.31065277 0.86099470 0.13293429 0.68089441 0.91681189 0.63471028 0.75020090 0.08318068 0.46458323 0.26252780 0.66195180 0.92638134 0.63268475 0.24954230
0.159435887 0.073328681 0.173511579 0.222727636 0.984550942 0.209471858 0.994461812 0.996451104 0.993577778 0.890333665 0.446188281 0.939654833 0.992376698 0.035066850 0.734255766 0.050450840 0.669364822 0.060674468 0.029260765 0.914756285 0.254518983 0.614609080 0.894763240 0.095566677 0.994961721 0.479000554 0.961515202 0.404025231 0.969020020 0.189484443 0.953454270 0.964364457 0.993442492 0.645499672 0.117969330 0.953385967 0.115666877 0.332629301 0.965804226 0.919112343 0.660166861 0.934030224 0.697077489 0.604583881 0.109666335 0.984550942 0.705932405 0.663479699 0.954866156 0.941045035 0.483657948 0.164214812 0.316531911 0.247010012 0.096251282 0.995459216 0.956795012 0.706370381 0.556901217 0.041014399 0.252602497 0.993117417 0.945435379 0.796655966 0.695498353 0.655234208 0.625321010 0.970398120 0.197613090 0.262102088 0.167496113 0.937205100 0.861247835 0.062218820 0.956814028 0.471065777 0.484573294 0.652895822 0.006393595 0.015449060 0.705932405 0.155313989 0.224997597 0.174375631 0.961877981 0.191931079 0.294067595 0.992449619 0.600327983 0.191963968 0.995741799 0.755200948 0.984550942 0.539249647 0.340945824 0.428371604 0.813155588 0.996268856 0.964201274 0.211178219
0.328550818 0.169529904 0.351316584 0.425030364 0.243373308 0.406023838 0.475435120 0.586264102 0.438472312 0.012727423 0.050970631 0.710239260 0.396509642 0.559732024 0.148354359 0.508175735 0.053972395 0.976006866 0.949956816 0.079343226 0.468300149 0.057768141 0.069679321 0.305629345 0.499206271 0.050683817 0.038158531 0.051754608 0.361090742 0.376206997 0.031502102 0.044530463 0.433313208 0.962534346 0.174327711 0.031455205 0.380167157 0.895647378 0.042922780 0.672325025 0.550338237 0.021987882 0.042723028 0.519100769 0.987272577 0.243373308 0.791942712 0.678604256 0.032502231 0.024719713 0.065176037 0.336370298 0.996583082 0.849599632 0.637484071 0.525289902 0.035500335 0.320262100 0.998738137 0.658257458 0.344139136 0.421402226 0.026776820 0.580757204 0.013332053 0.263223714 0.727648566 0.321758193 0.091560870 0.091724236 0.173239868 0.023150736 0.548671701 0.335999591 0.033985562 0.357904385 0.045489173 0.999089631 0.560419930 0.756626691 0.791942712 0.321730246 0.504263634 0.352688227 0.045462360 0.379934448 0.208056863 0.398820813 0.005315234 0.902036040 0.541365594 0.380461098 0.243373308 0.002369430 0.899076555 0.947880751 0.701288047 0.574058695 0.041014536 0.262480485
0.16599435 0.07666816 0.18052470 0.23117360 0.33679051 0.21755585 0.58863006 0.69108283 0.55212969 0.71723096 0.43550474 0.35899138 0.50915247 0.15540548 0.77750651 0.22675311 0.60574891 0.17132684 0.08799031 0.85354330 0.26376140 0.58692082 0.82236621 0.09805121 0.61146365 0.45372650 0.88643721 0.38525339 0.91098177 0.19698929 0.86486071 0.89479554 0.54693584 0.66423964 0.12022653 0.86468083 0.14744793 0.35554823 0.89820829 0.31445831 0.77818850 0.81561614 0.62484451 0.69920869 0.28276904 0.33679051 0.06785977 0.44049935 0.86859014 0.83297091 0.15719807 0.17092988 0.59715636 0.26638434 0.64462098 0.63596412 0.87415117 0.10934553 0.80090840 0.29574270 0.54140231 0.53484939 0.84407649 0.72489765 0.50476269 0.79109688 0.54515593 0.91378479 0.08597868 0.17535516 0.40535338 0.82341367 0.24056747 0.06762805 0.87377001 0.53314709 0.41790417 0.85191219 0.44675831 0.66320968 0.06785977 0.16173552 0.26036947 0.18141601 0.88880633 0.19950897 0.93214044 0.51156366 0.35295391 0.55844725 0.65078318 0.28731745 0.33679051 0.28489595 0.36412513 0.54204062 0.63543213 0.68028300 0.89378551 0.53980043
0.16463298 0.07597265 0.17906975 0.22942473 0.97384365 0.21588108 0.99055793 0.99394019 0.98905721 0.94973699 0.44855226 0.91509305 0.98702206 0.03330442 0.70958767 0.09201309 0.68878538 0.02700384 0.01278554 0.93245619 0.26184997 0.62226713 0.91629054 0.08210389 0.99140747 0.48611267 0.98309342 0.40927072 0.98628167 0.19543329 0.97945565 0.98434501 0.98882777 0.64022532 0.15807372 0.97942468 0.10331083 0.32633674 0.98501569 0.88809820 0.57628404 0.97054759 0.71932419 0.55183427 0.05026299 0.97384365 0.62215431 0.45446934 0.98009539 0.97378801 0.52212567 0.16953627 0.16596227 0.24175043 0.11281223 0.99225306 0.98094663 0.22036484 0.35065369 0.04032364 0.39350975 0.98827705 0.97580286 0.77385756 0.82090919 0.76997397 0.56382811 0.98694524 0.13426336 0.39542299 0.19971848 0.97201709 0.42173167 0.05262436 0.98097650 0.33181036 0.50626892 0.45849990 0.01089424 0.02615627 0.62215431 0.16040237 0.21408868 0.17995546 0.98319040 0.19793798 0.37784569 0.98714468 0.76737923 0.14136782 0.99273382 0.52466358 0.97384365 0.72361498 0.33457480 0.68956702 0.91249227 0.99363064 0.98429794 0.36481217
0.48197677 0.27962148 0.50734088 0.58430372 0.68615221 0.56517588 0.86034095 0.90593728 0.84145570 0.26222469 0.33371215 0.82460379 0.81704204 0.27653270 0.11152235 0.21086012 0.35656235 0.59603047 0.40776345 0.55625547 0.62613072 0.42338527 0.50648953 0.17352026 0.87138819 0.31620305 0.52239733 0.27943424 0.66294797 0.53418249 0.47279129 0.55128329 0.83863651 0.76611774 0.09919262 0.47240789 0.24047391 0.49772807 0.55286869 0.78080033 0.75640777 0.38265813 0.34598302 0.69267750 0.73777531 0.68615221 0.54682747 0.90544419 0.48084568 0.41135316 0.12683590 0.49077879 0.91363394 0.39474883 0.30714055 0.88264380 0.49785919 0.96198506 0.96633980 0.23702538 0.24140279 0.83194067 0.43135443 0.79334034 0.21807073 0.39385567 0.86837193 0.65595526 0.11185771 0.12867650 0.13425190 0.39518797 0.98491571 0.15216499 0.49237724 0.41450771 0.21063365 0.97560363 0.15794514 0.31384820 0.54682747 0.47422063 0.39112908 0.50884384 0.54516834 0.53812490 0.45317253 0.81847999 0.10153436 0.65857236 0.88917142 0.69524675 0.68615221 0.05931469 0.50703631 0.56073395 0.79024093 0.90157906 0.54110706 0.18565529
0.18240579 0.08514981 0.19803161 0.25208140 0.30651883 0.23761267 0.55465324 0.66069057 0.51760876 0.39841710 0.38502346 0.49505710 0.47447194 0.26099316 0.75601728 0.24401584 0.44930675 0.44190844 0.26980905 0.67875388 0.28651813 0.49689031 0.63059403 0.13644232 0.57802076 0.37579555 0.67084795 0.32606671 0.75870669 0.21567268 0.62561026 0.69328541 0.51236814 0.72198739 0.10862601 0.62524990 0.20462090 0.43218756 0.69733532 0.42824776 0.79810456 0.53596073 0.44939029 0.72827917 0.60158290 0.30651883 0.20432253 0.58078088 0.63314154 0.56561893 0.11968052 0.18771946 0.85023714 0.33375783 0.67814404 0.60326179 0.64711593 0.19050411 0.93905032 0.42998206 0.50187951 0.50020221 0.58565827 0.72618138 0.30366266 0.64229613 0.67057511 0.75833718 0.08509040 0.10911552 0.34801056 0.54904590 0.37780741 0.10994375 0.64379622 0.45098291 0.27885574 0.95565326 0.48126825 0.69348117 0.20432253 0.17781568 0.34440470 0.19898837 0.68478060 0.21836635 0.79567747 0.47687845 0.15678513 0.78265494 0.61861412 0.46883164 0.30651883 0.10262311 0.44134712 0.56739647 0.62798293 0.64936717 0.68722431 0.47575255
0.14865382 0.06789935 0.16196103 0.20872823 0.10990210 0.19609543 0.25811162 0.35230435 0.23061667 0.25520908 0.33010282 0.59809116 0.20141118 0.25084458 0.20892158 0.58129225 0.35110659 0.60480700 0.41662684 0.54857848 0.23913613 0.41848219 0.49893471 0.19671486 0.27674949 0.31233737 0.51326352 0.27636631 0.65722631 0.17709844 0.46368276 0.54241559 0.22691492 0.76897964 0.08648247 0.46330025 0.25460653 0.50221254 0.54380873 0.55756475 0.75330737 0.37405404 0.33992358 0.68995207 0.74479092 0.10990210 0.70398587 0.69565672 0.47172082 0.40252455 0.02999685 0.15316845 0.91647717 0.39904260 0.45375992 0.29812929 0.48882835 0.68058836 0.96750936 0.36300104 0.24895742 0.21848999 0.42240459 0.60990389 0.21334401 0.42892270 0.56260061 0.64974272 0.19426519 0.08022926 0.34175291 0.38647852 0.84610202 0.17112103 0.48323724 0.41273288 0.20691402 0.97645516 0.76858423 0.89009790 0.70398587 0.14476266 0.39377107 0.16277889 0.53650814 0.17942055 0.29601413 0.20296763 0.09884203 0.72065093 0.31181952 0.09716305 0.10990210 0.05737357 0.51151923 0.34949580 0.38750659 0.34095577 0.53201051 0.23670871
0.11688035 0.05232558 0.12777014 0.16662753 0.20941881 0.15604031 0.42739255 0.53851946 0.39137808 0.15312368 0.25987193 0.70929584 0.35110434 0.30599593 0.75894601 0.21994156 0.26034747 0.74361124 0.57509075 0.41339622 0.19239341 0.32643359 0.36938403 0.28396810 0.45082604 0.24189841 0.35750221 0.21948003 0.56160663 0.14024674 0.31328338 0.38808985 0.38639180 0.82111476 0.11602998 0.31295254 0.32666820 0.58950885 0.38613146 0.67863794 0.69443134 0.23973150 0.24022398 0.63835512 0.84687630 0.20941881 0.89365722 0.52104554 0.32027116 0.26226186 0.12146304 0.12056668 0.95411787 0.48591105 0.86414966 0.47678850 0.33707517 0.06188494 0.98258838 0.70545951 0.57345495 0.37491729 0.27844292 0.63544079 0.13919152 0.52383809 0.67362869 0.54462586 0.03578228 0.05870057 0.34014614 0.24947255 0.14545244 0.26076356 0.33040264 0.38812687 0.14948040 0.98740866 0.60754999 0.79058108 0.89365722 0.11370981 0.43533851 0.12844181 0.38608672 0.14216913 0.10634278 0.35330579 0.06023039 0.93322188 0.49292113 0.80666438 0.20941881 0.03162880 0.59848828 0.55427977 0.56025788 0.52604423 0.37494251 0.53351118
0.20145810 0.09522689 0.21828030 0.27595498 0.42064577 0.26059342 0.67168421 0.76182169 0.63802124 0.06111307 0.14805705 0.79935378 0.59727429 0.45681241 0.81467911 0.31980335 0.14658259 0.88958255 0.78989823 0.22866476 0.31229131 0.18425730 0.20068181 0.28372611 0.69231735 0.13911336 0.16688281 0.13250608 0.44530482 0.23719166 0.14106479 0.18857709 0.63316166 0.89715000 0.13483670 0.14087851 0.35229375 0.73929538 0.18463370 0.76390087 0.61138429 0.10194364 0.12298114 0.56814416 0.93888672 0.42064577 0.79276231 0.85323073 0.14502246 0.11345696 0.09802240 0.20718613 0.98298276 0.65112816 0.39441387 0.71410317 0.15592202 0.82326184 0.99366128 0.39531595 0.22950725 0.62178480 0.12197499 0.66971249 0.06073365 0.23313930 0.81835944 0.41497226 0.11750609 0.09946622 0.11558799 0.10687296 0.92318837 0.29236114 0.15084036 0.36786659 0.08826121 0.99542259 0.36094061 0.57935423 0.79276231 0.19650378 0.47870461 0.21930813 0.19007536 0.24007184 0.20723813 0.59959302 0.02486653 0.76793355 0.72710661 0.65588133 0.42064577 0.01177530 0.74640765 0.67413326 0.72620965 0.75261026 0.17759438 0.16554790
0.31750795 0.16253804 0.33989589 0.41273806 0.33089199 0.39390463 0.58219273 0.68539225 0.54556215 0.46383077 0.40089589 0.58745832 0.50252255 0.20146049 0.16289775 0.41365449 0.48699922 0.37741020 0.22050491 0.72433549 0.45574836 0.52200456 0.67873192 0.12444559 0.60514394 0.39693579 0.72694088 0.34231943 0.79657631 0.36443173 0.68580233 0.74611032 0.54035554 0.70632665 0.10800617 0.68547080 0.18277551 0.41044766 0.75059265 0.52003282 0.80732652 0.60138195 0.49152704 0.73486388 0.53616923 0.33089199 0.31596707 0.65017752 0.69271707 0.62974738 0.05655754 0.32519190 0.81295523 0.31422913 0.53378129 0.62980165 0.70488669 0.38427477 0.92184466 0.32594355 0.38493111 0.52824495 0.64866592 0.73837888 0.34231214 0.61150425 0.66172080 0.79789201 0.13343613 0.16850924 0.31909433 0.61395112 0.61690449 0.09725399 0.70245464 0.46961892 0.30943376 0.94299156 0.45332294 0.66910812 0.31596707 0.31081051 0.32463625 0.34124640 0.73740505 0.36811136 0.68403270 0.50493463 0.18667831 0.68441035 0.64473180 0.14193352 0.33089199 0.12825271 0.41948686 0.55294869 0.63641801 0.67448704 0.74160124 0.35660650
0.342763965 0.178694584 0.365977782 0.440677981 0.988357998 0.421484666 0.995837163 0.997333721 0.995171255 0.483606464 0.404935342 0.995063261 0.994266203 0.099797387 0.171268672 0.084211315 0.497710878 0.358958458 0.207171689 0.736866506 0.484199251 0.528701668 0.692178555 0.224551728 0.996213312 0.402647162 0.742401731 0.346684926 0.807208751 0.391280372 0.702639236 0.760610129 0.995069893 0.702095094 0.090410842 0.702317741 0.229915056 0.404700605 0.765146967 0.993499026 0.808852572 0.620238100 0.503511040 0.735604494 0.516393536 0.988357998 0.982382839 0.864411577 0.709340904 0.648047011 0.203707829 0.350745014 0.800591543 0.309122908 0.203024196 0.996587712 0.720958834 0.709280484 0.915934261 0.137551458 0.314690482 0.994824727 0.666525951 0.853517131 0.353918014 0.550890177 0.867562086 0.808894671 0.098553157 0.134694794 0.141286267 0.632575965 0.862920872 0.163670699 0.718765543 0.475329047 0.318443782 0.938626235 0.004807149 0.011642008 0.982382839 0.335795895 0.318953901 0.367374248 0.751938805 0.395062585 0.017616946 0.994321169 0.196361996 0.590234840 0.996800369 0.957737701 0.988357998 0.136802379 0.413702052 0.645367276 0.901148203 0.997196198 0.756510045 0.247552155
0.36645253 0.19439808 0.39031789 0.46633209 0.93026186 0.44691422 0.97408425 0.98326724 0.97004476 0.34203259 0.36743537 0.89346541 0.96459855 0.21590989 0.34503703 0.24263767 0.41359523 0.50219102 0.32007936 0.63336168 0.51007643 0.47068543 0.58377305 0.15916724 0.97638135 0.35417955 0.61534530 0.30929308 0.72222121 0.41619863 0.56739871 0.64061552 0.96942873 0.73799742 0.08570048 0.56702110 0.21706847 0.45520873 0.64392856 0.86169307 0.78479852 0.47549645 0.40951260 0.71732327 0.65796717 0.93026186 0.57938361 0.81920387 0.57530606 0.50545326 0.11848579 0.37467072 0.87853680 0.35481222 0.33456578 0.97867329 0.59073239 0.42881133 0.95152393 0.23755781 0.41505093 0.96795277 0.52594192 0.83730024 0.26940459 0.53701647 0.90452410 0.71970851 0.07046706 0.17152222 0.14541747 0.48865994 0.65952371 0.13219704 0.58654357 0.43543730 0.25144221 0.96479224 0.02982513 0.06973821 0.57938361 0.35926613 0.36275967 0.39174985 0.63274108 0.42005549 0.42061639 0.96492660 0.13304781 0.74127970 0.97998063 0.52268104 0.93026186 0.08327075 0.46445710 0.48211081 0.82518239 0.98242265 0.63297208 0.32733721
0.17564611 0.08163443 0.19082801 0.24350867 0.69953767 0.22938109 0.86772962 0.91116210 0.84966880 0.79042064 0.44084125 0.69497082 0.82625878 0.10164391 0.89274840 0.05944751 0.63403834 0.12207253 0.06093255 0.88139716 0.27720835 0.59975436 0.85492561 0.08430383 0.87827498 0.46535709 0.92067469 0.39391726 0.93707416 0.20799380 0.90490553 0.92653626 0.84696911 0.65561566 0.12515320 0.90477307 0.12288837 0.34489168 0.92918012 0.63851481 0.74355587 0.86802637 0.65686033 0.66804657 0.20957916 0.69953767 0.27103119 0.73829661 0.90764809 0.88116729 0.35150481 0.18080640 0.49923349 0.25733310 0.22195307 0.88900491 0.91158027 0.98955398 0.73013055 0.09785681 0.21406030 0.84055332 0.88949309 0.79015008 0.56858071 0.60351058 0.64061965 0.93942226 0.21778239 0.17941136 0.19861372 0.87395012 0.99592543 0.05726485 0.91144472 0.53345604 0.44674812 0.79661537 0.14975750 0.30046233 0.27103119 0.17119048 0.24471031 0.19175829 0.92193677 0.21061732 0.72896881 0.82763957 0.43268521 0.28261674 0.89522053 0.78739239 0.69953767 0.36458450 0.35335246 0.70976982 0.84602703 0.90702201 0.92599258 0.17936269
0.15900272 0.07310911 0.17304805 0.22216797 0.82190600 0.20893655 0.92859123 0.95311952 0.91805602 0.62093474 0.42596372 0.96026884 0.90409351 0.06227666 0.68988980 0.23449283 0.56487438 0.24250348 0.12997565 0.81139564 0.25390553 0.56673525 0.77423535 0.19594334 0.93464995 0.43571375 0.83446449 0.37174926 0.87248075 0.18898800 0.80518360 0.84652688 0.91646368 0.67759099 0.08855135 0.80494220 0.19671263 0.37243422 0.85071535 0.95215285 0.80281614 0.74071234 0.57880573 0.72474883 0.37906526 0.82190600 0.98338159 0.81785376 0.81019849 0.76306924 0.13841223 0.16377120 0.69654104 0.28088133 0.25262161 0.94074567 0.81811315 0.83397955 0.86167009 0.13201133 0.26949269 0.91266105 0.77758131 0.83168688 0.43719534 0.58181966 0.77287503 0.87540835 0.14069403 0.23115334 0.17126614 0.75070929 0.92837361 0.13490417 0.81719561 0.51374234 0.37835986 0.89815587 0.08160616 0.17809400 0.98338159 0.15488996 0.28277873 0.17391028 0.83902545 0.19142974 0.01661854 0.90492693 0.27606205 0.46528076 0.94424563 0.32801898 0.82190600 0.21037974 0.38117753 0.37513614 0.74708699 0.95082837 0.84458614 0.21855019
0.266822590 0.131813386 0.287140246 0.354752515 0.997374602 0.337046437 0.999066906 0.999402642 0.998916969 0.579387695 0.420696757 0.907266551 0.998712961 0.115311544 0.493047007 0.105328784 0.545767329 0.275729309 0.150854236 0.790881818 0.395792734 0.556569400 0.751277342 0.119308946 0.999151033 0.426766976 0.809126941 0.365002833 0.854162201 0.309654298 0.776564050 0.822942914 0.998893767 0.684221314 0.094859004 0.776297041 0.159903987 0.380999019 0.827350673 0.878290105 0.807856701 0.706079175 0.557350869 0.731038324 0.420612305 0.997374602 0.581592828 0.854312319 0.782116055 0.730335144 0.212039321 0.273771955 0.731871307 0.288307951 0.167800596 0.999235489 0.791115455 0.802495154 0.881058591 0.105874467 0.286698539 0.998838609 0.746185292 0.852871183 0.411088213 0.572881161 0.829205223 0.856923625 0.115317788 0.165595796 0.145451868 0.716901125 0.912921136 0.087908735 0.789880249 0.502676957 0.360695186 0.912699756 0.001078190 0.002624915 0.581592828 0.260785763 0.293158142 0.288372714 0.814940961 0.313053269 0.418407172 0.998725316 0.249146677 0.503763122 0.999282997 0.752630881 0.997374602 0.185003585 0.389818500 0.713293309 0.925146050 0.999371864 0.820464564 0.226314731
0.232064089 0.111956684 0.250639802 0.313436376 0.747719317 0.296843754 0.893063392 0.928859385 0.877975319 0.979213532 0.449542122 0.609268121 0.858237721 0.080068199 0.573899068 0.013120944 0.698025396 0.011009429 0.005167918 0.940724056 0.352306605 0.625792314 0.926443237 0.070009813 0.901817606 0.489404944 0.993148945 0.411693442 0.994419752 0.271381448 0.991656927 0.993656448 0.875709717 0.637783602 0.118682460 0.991644194 0.102869628 0.323446533 0.993935222 0.560516234 0.518513133 0.987974225 0.729948698 0.520293791 0.020786470 0.747719317 0.153470672 0.252421397 0.991919838 0.989318611 0.833173566 0.238402538 0.073915050 0.239343209 0.331698815 0.910683499 0.992265263 0.001387585 0.178037810 0.101859521 0.514146774 0.870314266 0.990151624 0.735005764 0.913371956 0.866279508 0.479704553 0.994700252 0.022617483 0.320614025 0.273524249 0.988584813 0.003572434 0.044100375 0.992281542 0.186388447 0.516825829 0.262437955 0.121543565 0.252280233 0.153470672 0.226570649 0.208880653 0.251770934 0.993176898 0.274527375 0.846529304 0.859407627 0.888552833 0.086814150 0.915799791 0.917239896 0.747719317 0.864548918 0.331647559 0.033564456 0.472610524 0.925476195 0.993642157 0.555572404
0.25070672 0.12248962 0.27024954 0.33575786 0.70479657 0.31853182 0.87058930 0.91317717 0.85285268 0.33756182 0.36585001 0.83518808 0.82983923 0.22150269 0.63722392 0.31857814 0.41061704 0.50717283 0.32443198 0.62947676 0.37588074 0.46838657 0.57981405 0.15847631 0.88093752 0.35230372 0.61061744 0.30782998 0.71915426 0.29198167 0.56250053 0.63610783 0.85020011 0.73938661 0.11150770 0.56212194 0.21756644 0.45724567 0.63934612 0.79325969 0.78351787 0.47052872 0.40618936 0.71623524 0.66243838 0.70479657 0.56310566 0.82973464 0.57042963 0.50047118 0.09296404 0.25738370 0.88064712 0.35669404 0.38505376 0.89146215 0.58596308 0.60763456 0.95243458 0.26556367 0.33063213 0.84389484 0.52097063 0.80920031 0.26662971 0.49539611 0.85222036 0.71643919 0.09916360 0.17888621 0.16492902 0.48368150 0.79983330 0.13211683 0.58170235 0.43423002 0.24922222 0.96545834 0.14658362 0.29520343 0.56310566 0.24491271 0.36427172 0.27143711 0.62830383 0.29526963 0.43689434 0.83119738 0.13122744 0.69792488 0.89755602 0.36494282 0.70479657 0.08182948 0.46649998 0.97785680 0.91818734 0.90912056 0.62833002 0.26579245
